,dttl,swin,dwin,tcprtt,synack,ackdat,label,proto_tcp,proto_udp,service_dns,state_CON,state_FIN,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
121768,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0,1,0,0
121769,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121770,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121771,0.9921259842519685,1.0,1.0,0.13589503468835487,0.24776613885505477,0.052978067653000824,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121772,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121773,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121774,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121775,0.9921259842519685,1.0,1.0,0.0939054217408979,0.1731702801461632,0.03590225418714507,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121776,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121777,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121778,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121779,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121780,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121781,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121782,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121784,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121785,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121786,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121787,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121789,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121790,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121792,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121794,0.9921259842519685,1.0,1.0,0.17329553458706032,0.2727444579780755,0.083128461491467,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121795,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121796,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121797,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121798,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121802,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121803,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121804,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121806,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121807,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121808,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121809,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121810,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121811,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121812,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121814,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121815,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121816,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121817,0.9921259842519685,1.0,1.0,0.11025879082472553,0.22927551766138854,0.032804774514574864,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121818,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121820,0.9921259842519685,1.0,1.0,0.0729119569169425,0.12894518879415345,0.029861782606222624,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121822,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121824,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121825,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121829,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121830,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121831,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121832,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121833,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121836,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121837,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121838,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121839,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121840,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121843,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121844,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121845,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121846,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121847,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121850,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121851,0.9921259842519685,1.0,1.0,0.04084921064035602,0.06295152253349573,0.020077791611454846,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121852,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121853,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121854,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121857,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121858,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121859,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121861,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121862,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121865,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121866,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121867,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121868,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121870,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121871,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121872,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121873,0.9921259842519685,1.0,1.0,0.07549597437985593,0.17347429963459193,0.016521764166001315,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121874,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121875,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121876,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121877,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121878,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121880,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121881,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121882,0.9921259842519685,1.0,1.0,0.0726751557319974,0.08415883069427527,0.04575155137315044,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121883,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121884,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121885,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121886,0.9921259842519685,1.0,1.0,0.144078427479134,0.30771254567600487,0.039944215872775114,7,1.0,0.0,0.0,0.0,1.0,0,0,0,0
121887,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121888,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121889,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121890,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121891,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121892,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121894,0.9921259842519685,1.0,1.0,0.07415834955611518,0.09497685749086479,0.0434061462254777,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121895,0.9921259842519685,1.0,1.0,0.10724074966022719,0.1813281364190012,0.04692214729565657,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121896,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121897,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121898,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121899,0.9921259842519685,1.0,1.0,0.06575693867721381,0.09665481120584653,0.034006970207034665,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121902,0.9921259842519685,1.0,1.0,0.11667858498881735,0.13685359317904994,0.07282693648656903,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121903,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121904,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121905,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121906,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121907,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121911,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121912,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121913,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121914,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121916,0.9921259842519685,1.0,1.0,0.1098978870357724,0.14910012180267965,0.06131619361811045,7,1.0,0.0,0.0,0.0,1.0,0,0,0,0
121917,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121918,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121919,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121920,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121922,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121924,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121925,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121926,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121927,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121928,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121931,0.9921259842519685,1.0,1.0,0.03210098329511867,0.044753227771010956,0.017477481652822452,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121932,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121933,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121934,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121936,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121937,0.9921259842519685,1.0,1.0,0.10091822510468224,0.1995186358099878,0.0337492565276347,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121938,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121939,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121940,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121941,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121943,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121944,0.9921259842519685,1.0,1.0,0.06660620298356076,0.09306114494518877,0.03619086541938863,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121945,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121946,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121947,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121948,0.9921259842519685,1.0,1.0,0.0881081530715059,0.13433568818514005,0.04382677427441661,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121949,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121950,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121952,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121953,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121954,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121955,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121957,0.9921259842519685,1.0,1.0,0.12430250982423045,0.17118440925700365,0.06843737733144858,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121958,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121959,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121961,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121963,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121964,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121966,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121967,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121968,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121969,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121970,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121971,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121972,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121973,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121976,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121977,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121978,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121979,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121981,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121982,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121983,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121984,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121985,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121986,0.9921259842519685,1.0,1.0,0.18064375039410963,0.17067771010962238,0.12759776442160833,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
121987,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121989,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121990,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121991,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121992,0.9921259842519685,1.0,1.0,0.18064375039410963,0.17067771010962238,0.12759776442160833,5,1.0,0.0,0.0,0.0,1.0,0,0,0,0
121993,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121995,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121996,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121997,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
121998,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122000,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122004,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122006,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122008,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122009,0.9921259842519685,1.0,1.0,0.035157261478149224,0.04526382460414129,0.020492801923513104,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122010,0.9921259842519685,1.0,1.0,0.06887224945025901,0.08506894031668696,0.04144274718568937,2,1.0,0.0,0.0,0.0,1.0,0,1,0,0
122011,0.9921259842519685,1.0,1.0,0.08096722215439436,0.10017052375152252,0.04866224129443893,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122012,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122016,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122017,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122018,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122019,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122020,0.9921259842519685,1.0,1.0,0.060812288438601404,0.09326382460414129,0.030052785660164838,4,1.0,0.0,0.0,0.0,1.0,0,0,0,0
122021,0.9921259842519685,1.0,1.0,0.1246479846407934,0.2548073081607795,0.038667585166646645,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122022,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122023,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122024,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122025,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122026,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122027,0.9921259842519685,1.0,1.0,0.11409121340147126,0.16642143727161995,0.05946444709882511,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122028,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122029,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122032,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122034,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122035,0.9921259842519685,1.0,1.0,0.07670345917560989,0.1256925700365408,0.03500271406913046,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122037,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122038,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122040,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122042,0.9921259842519685,1.0,1.0,0.15442791382851837,0.2714270401948843,0.06385260181972541,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122043,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122045,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122047,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122048,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122050,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122051,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122052,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122054,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122055,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122057,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122058,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122059,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122060,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122061,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122063,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122064,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122065,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122066,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122067,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122068,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122070,0.9921259842519685,1.0,1.0,0.07449040787494751,0.1219702801461632,0.034027334503227036,3,1.0,0.0,0.0,0.0,1.0,0,0,1,0
122071,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122072,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
122073,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0
